iter	RMSE
0	0.0008850971428
1	0.0008777964002
2	0.0008703919098
3	0.00086155053
4	0.0008559032116
5	0.0008481599129
6	0.000841784328
7	0.0008349513307
8	0.0008287054878
9	0.0008235402062
10	0.0008181284511
11	0.0008123758508
12	0.0008080722498
13	0.0008033025601
14	0.0007983851784
15	0.0007913969379
16	0.0007860486019
17	0.0007816481109
18	0.0007768184065
19	0.0007734809774
20	0.0007697942206
21	0.0007645015085
22	0.0007617700245
23	0.0007573766597
24	0.0007544078114
25	0.0007502099524
26	0.0007458266639
27	0.0007419942068
28	0.0007385734732
29	0.0007334324103
30	0.000729263335
31	0.0007252007271
32	0.0007211046486
33	0.0007175186236
34	0.0007138021016
35	0.0007115149959
36	0.0007078116537
37	0.0007053911731
38	0.0007020018786
39	0.0006982883349
40	0.0006952509755
41	0.0006928469875
42	0.0006890524159
43	0.0006875438714
44	0.0006854853811
45	0.0006832066316
46	0.0006788228529
47	0.0006751154125
48	0.0006717635455
49	0.0006686244024
50	0.0006658712305
51	0.0006640060188
52	0.0006613029903
53	0.0006586798167
54	0.0006564990611
55	0.0006547155812
56	0.0006517729633
57	0.0006493961004
58	0.0006473309786
59	0.0006448535407
60	0.0006420975873
61	0.0006396303422
62	0.0006369781518
63	0.0006352159927
64	0.0006321194039
65	0.0006300929515
66	0.0006283172287
67	0.0006266395326
68	0.0006255945042
69	0.0006235420048
70	0.0006219202251
71	0.0006202015325
72	0.0006184829485
73	0.0006170719441
74	0.000614305502
75	0.0006119430107
76	0.0006099740031
77	0.0006079254559
78	0.0006065165815
79	0.0006046104276
80	0.0006029613482
81	0.000600715591
82	0.0005989908567
83	0.0005964304629
84	0.0005947046238
85	0.00059211266
86	0.0005911579948
87	0.0005890903752
88	0.0005880087152
89	0.0005865899714
90	0.0005852194856
91	0.0005839442054
92	0.0005821819974
93	0.0005809685119
94	0.0005789048307
95	0.0005770572141
96	0.0005760194161
97	0.000574987095
98	0.0005737834961
99	0.0005721267504
100	0.0005700124111
101	0.0005685303512
102	0.0005674192941
103	0.0005657955057
104	0.0005648014624
105	0.0005638301458
106	0.000562849644
107	0.0005612160085
108	0.0005592290671
109	0.0005576387576
110	0.0005555846486
111	0.0005530573769
112	0.0005513503568
113	0.0005504646359
114	0.0005490512068
115	0.0005468945474
116	0.000545473096
117	0.0005437345153
118	0.0005414435844
119	0.0005404041773
120	0.0005388156928
121	0.000537929309
122	0.0005368527397
123	0.0005357773149
124	0.0005351599537
125	0.0005335004268
126	0.0005318724855
127	0.0005304526244
128	0.0005294715756
129	0.000528457852
130	0.0005278094864
131	0.0005256444154
132	0.0005240667753
133	0.0005226972974
134	0.0005219391831
135	0.0005204626423
136	0.0005190971447
137	0.0005181995146
138	0.0005167238552
139	0.0005154866559
140	0.0005147375881
141	0.0005131266303
142	0.0005129409992
143	0.0005106489729
144	0.0005076524191
145	0.0005061056839
146	0.0005054135354
147	0.0005042567924
148	0.0005033321619
149	0.0005022665004
150	0.000500553324
151	0.0004989830652
152	0.0004980447776
153	0.0004970625087
154	0.0004956305434
155	0.0004937302035
156	0.0004916944512
157	0.0004905149664
158	0.0004899892102
159	0.0004890253472
160	0.0004874893529
161	0.0004868222735
162	0.0004860952948
163	0.0004853626603
164	0.000484249179
165	0.0004824653025
166	0.0004814707841
167	0.0004802280963
168	0.0004793127941
169	0.0004779445708
170	0.0004767442772
171	0.0004754421707
172	0.0004734606206
173	0.0004726612861
174	0.0004716323097
175	0.0004705816906
176	0.0004694887837
177	0.000468139225
178	0.0004660290517
179	0.0004652995563
180	0.0004639515182
181	0.0004631829163
182	0.0004622528606
183	0.0004613065821
184	0.0004604693221
185	0.0004596307208
186	0.0004588567736
187	0.0004580667038
188	0.0004564947156
189	0.0004558563937
190	0.0004547094527
191	0.0004539238883
192	0.000452428732
193	0.0004512312126
194	0.0004504272264
195	0.0004496020254
196	0.0004488443694
197	0.0004481229534
198	0.000446657888
199	0.000445885635
200	0.0004450377326
201	0.0004440469986
202	0.000442298226
203	0.0004419374088
204	0.0004410344703
205	0.0004399358963
206	0.000439643002
207	0.0004389070567
208	0.0004380821399
209	0.0004369823647
210	0.000436308437
211	0.0004346835542
212	0.0004333749857
213	0.0004328218609
214	0.0004316664991
215	0.0004293769557
216	0.0004275501252
217	0.0004255242861
218	0.000424483237
219	0.0004233563346
220	0.0004223666614
221	0.0004214388319
222	0.0004201179077
223	0.000418663129
224	0.0004178869314
225	0.0004157583735
226	0.0004151368478
227	0.0004142652618
228	0.0004130298986
229	0.0004123715247
230	0.0004117452931
231	0.0004101092976
232	0.0004089251806
233	0.0004067212814
234	0.0004061911837
235	0.0004046741439
236	0.0004037590918
237	0.0004031540818
238	0.0004018088795
239	0.000401169444
240	0.0004002098369
241	0.0003988083285
242	0.0003980863692
243	0.0003964621362
244	0.0003956341011
245	0.0003945585128
246	0.0003930217405
247	0.0003922666719
248	0.0003915242562
249	0.0003909101354
250	0.0003897198796
251	0.0003892305575
252	0.0003887679437
